"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"133082","","May 26, 2015, 5:02 AM","Williston","I-89 SB Mm 81.6","I-89","Property Damage Only","Same Direction Sideswipe","Clear","State System (State Highways and Class I TH links)","15A102624","VSP - A1 Williston","1","81.6","Deer","Day","MM 81.6 SB","None","None","","VTVSP0100","Not at a Junction","None","I-89 SB Mm 81.6","Dry","0890","44.433604448916135,-73.06842197501115"
"133109","","May 26, 2015, 9:20 AM","Charleston","VT-105","VT-105","Injury","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15B201626","VSP - B2 Derby","1","4.99","Moose","Night","Bly Farm Rd","None","None","","VTVSP0800","Not at a Junction","None","VT-105","Dry","1050","44.85101065366006,-72.02704564072529"
"132598","","May 27, 2015, 7:59 AM","Weathersfield","Rte 131","VT-131","Property Damage Only","Head On","Cloudy","State System (State Highways and Class I TH links)","15WF00306","Weathersfield PD.","1","0.25","Wild","Day","Upper Falls Rd","None","None","","VT0140800","Not at a Junction","None","Rte 131","Dry","1310","43.39591081578415,-72.5340978713763"
"133466","","May 27, 2015, 10:12 PM","Weathersfield","3542 Vermont Route 106","VT-106","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15WF00317","Weathersfield PD.","1","3.53","Moose","Day","3542 Vermont Route 106","None","None","","VT0140800","Not at a Junction","None","3542 Vermont Route 106","Dry","1060","43.38921275710467,-72.5138686463395"
"132847","","May 29, 2015, 9:16 AM","Morristown","","VT-15","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15MR001639","Morristown PD.","1","0.12","Deer","Night","746 VT RT 15 W","None","None","","VT0080100","Not at a Junction","None","","Dry","0150","44.5843485826312,-72.60083209246854"
"133060","","May 29, 2015, 11:16 AM","Hancock","700 Vt Route 125","VT-125","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15C201571","VSP - C2 New Haven","1","1.67","Moose","Night","Snow Bowl","None","None","","VTVSP0600","Not at a Junction","Other - Explain in Narrative","700 Vt Route 125","Wet","1250","43.92933900888064,-72.94606000195881"
"5668","","May 29, 2015, 11:01 PM","Hartford","Woodstock Road","US-4","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15HF01742","Hartford PD.","1","3.98","Deer","Day","Hathaway Road","None","None","","VT0140300","Not at a Junction","None","Woodstock Road","Dry","0040","43.63738439364408,-72.39411153988429"
"17161","","May 31, 2015, 3:15 AM","Middlebury","Airport Rd","TOWN ROAD 0028","Property Damage Only","Single Vehicle Crash","Cloudy","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","15-2100","Middlebury PD.","6","999.99","Deer","Day","Case Street","None","None","","VT0010200","Not at a Junction","None","Airport Rd","Dry","T0028","43.98690065197535,-73.10160165231991"
"133538","","June 1, 2015, 2:57 AM","Middlebury","VT-116 (4220 Case St)","VT-116","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15-2118","Middlebury PD.","1","4.81","Domestic","Day","Case Street","None","None","","VT0010200","Not at a Junction","None","VT-116 (4220 Case St)","Wet","1160","44.030159344303634,-73.09587461149246"
"11428","","June 1, 2015, 7:38 PM","Barnet","I 91 NB","I-91","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15B101565","VSP - B1 St. Johnsbury","1","999.99","Moose","Day","Exit 19","None","None","","VTVSP0200","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","I 91 NB","Water (standing / moving)","0910","44.36665208636375,-72.02847881201117"
"133550","","June 1, 2015, 8:00 PM","Concord","1981 North Concord Rd","US-2","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15B101566","VSP - B1 St. Johnsbury","1","5.02","Moose","Day","Bona Rd","None","None","","VTVSP0200","Not at a Junction","None","1981 North Concord Rd","Wet","0020","44.4635188066934,-71.86174944907263"
"5642","","June 4, 2015, 1:30 AM","Royalton","VT-110","VT-110","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15RY00354","Royalton PD.","1","1.18","Deer","Day","Lovers Lane Rd","None","None","","VT0141100","Not at a Junction","None","VT-110","Dry","1100","43.83828778389559,-72.51509637644968"
"133587","","June 4, 2015, 11:05 PM","Weathersfield","Vermont Route 106","VT-106","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15WF00325","Weathersfield PD.","1","1.97","Deer","Day","Maple Street","None","None","","VT0140800","Not at a Junction","None","Vermont Route 106","Dry","1060","43.37038096730125,-72.51687118975623"
"20581","","June 5, 2015, 3:02 AM","Essex","40 Susie Wilson Byp","SUSIE WILSON RD.","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","15ES03267","Essex PD.","2","999.99","Deer","Day","","None","None","","VT0040200","Not at a Junction","None","40 Susie Wilson Byp","Dry","U5410","44.51419537480212,-73.13084783776392"
"132988","","June 7, 2015, 11:45 PM","Burlington","Colchester Ave","COLCHESTER AVE.","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","2015BU015067","Burlington PD","2","0.9","Deer","Day","Chase St","None","None","","VT0040100","Not at a Junction","None","Colchester Ave","Dry","U5014","44.48652362689713,-73.18700567061043"
"133249","","June 8, 2015, 1:31 PM","Thetford","I-91 SB","I-91","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15B301145","VSP - B3 Bradford","1","83.45","Deer","Night","83.45","None","None","","VTVSP1300","Not at a Junction","None","I-91 SB","Dry","0910","43.80161837203899,-72.22062398107073"
"5634","","June 8, 2015, 9:39 PM","Waterford","I93 S","I-93","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15B101626","VSP - B1 St. Johnsbury","1","2.5","Deer","Day","MM 2/50","None","None","","VTVSP0200","Not at a Junction","None","I93 S","Wet","0930","44.37564123578468,-71.9116419307434"
"133378","","June 9, 2015, 1:11 PM","Canaan","VT-114(7574 RT 114)","VT-114","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15B201815","VSP - B2 Derby","1","0.21","Deer","Night","RT 147","None","None","","VTVSP0800","Not at a Junction","Unknown","VT-114(7574 RT 114)","Wet","1140","45.00472530499696,-71.68912747370241"
"132779","","June 10, 2015, 2:09 AM","Thetford","I 91 N","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15B301158","VSP - B3 Bradford","1","87.34","Deer","Day","","None","None","","VTVSP1300","Not at a Junction","None","I 91 N","Wet","0910","43.85463091556721,-72.1932097678651"
"133278","","June 10, 2015, 4:05 AM","Waterford","191N","I-93","Property Damage Only","Single Vehicle Crash","Rain","State System (State Highways and Class I TH links)","15B101640","VSP - B1 St. Johnsbury","1","9.9","Deer","Day","MM 9/90","None","None","","VTVSP0200","Not at a Junction","None","191N","Wet","0930","44.40742688114605,-71.99496763182972"
"13613","","June 11, 2015, 9:00 PM","Colchester","I89SB","I-89","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15A102934","VSP - A1 Williston","1","999.99","Deer","Day","MM 96","None","None","","VTVSP0100","Not at a Junction","","I89SB","","0890","44.54305800612005,-73.19417834320414"
"22046","","June 12, 2015, 3:12 PM","Cavendish","Min. C 0670 Tarbell Hill Rd","TARBELL HILL RD","Property Damage Only","Same Direction Sideswipe","Clear","Minor Collector - Non Fed Aid Rural TH","15D101844","VSP - D3 Royalton","4","999.99","Deer","Night","","None","None","","VTVSP1100","Not at a Junction","None","Min. C 0670 Tarbell Hill Rd","Dry","S0670","43.411032657411155,-72.5511664080167"
"133048","","June 13, 2015, 10:16 AM","Bennington","Route 9","VT-9","Property Damage Only","Head On","Rain","State System (State Highways and Class I TH links)","15BN03484","Bennington PD.","1","6.17","Deer","Night","Barney Road","None","None","","VT0020100","Not at a Junction","None","Route 9","Wet","0090","42.88317978384607,-73.1634392216446"
"134567","","June 13, 2015, 8:18 PM","Chester","822 VT RT 103 North","VT-103","Property Damage Only","Head On","Cloudy","State System (State Highways and Class I TH links)","15CH00697","Chester PD.","1","5.1","Deer","Day","Coleburn Road","None","None","","VT0140600","Not at a Junction","None","822 VT RT 103 North","Dry","1030","43.28874973502955,-72.60367668226878"
"134385","","June 14, 2015, 11:00 AM","Pittsford","US Rt 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15PD000349","Pittsford PD.","1","6.99","Deer","Night","Mortenson Dr","None","None","","VT0111000","Other - Explain in Narrative","None","US Rt 7","Dry","0070","43.7469510329006,-73.047189612857"
"134044","","June 14, 2015, 2:47 PM","Brandon","Grove St","US-7","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","2015BD002048","Brandon PD.","1","7.32","Deer","Night","Town Line Dr","None","None","","VT0110100","Not at a Junction","None","Grove St","Dry","0070","43.84268236608118,-73.10609525684774"
"134072","","June 14, 2015, 10:18 PM","Castleton","VT-30W Lake Rd.758 Rt.30 N","VT-30","Property Damage Only","","Clear","State System (State Highways and Class I TH links)","15CCSD0614","Other","1","2.26","Deer","Day","North Ext. 4","None","None","","OTHER","Four-way Intersection","None","VT-30W Lake Rd.758 Rt.30 N","Dry","0300","43.61935273124037,-73.20602032033095"
"5717","","June 15, 2015, 1:04 AM","Barre City","US-302(222 Washington St)","US-302","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State System (State Highways and Class I TH links)","15BA03655","Barre City PD.","1","2.87","Domestic","Day","","None","Motorcycle","","VT0120100","Not at a Junction","None","US-302(222 Washington St)","Dry","3020","44.19066988973193,-72.4901276079727"
"134124","","June 15, 2015, 3:47 AM","Greensboro","618 Eligo Lake Rd","VT-14","Property Damage Only","Rear End","Cloudy","State System (State Highways and Class I TH links)","15HW001352","Hardwick PD.","1","0.61","Wild","Day","Eligo Lake","None","None","","VT0030100","","","618 Eligo Lake Rd","","0140","44.587970143097635,-72.3589890035973"
"133878","","June 16, 2015, 1:26 AM","Barton","I 91NB","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15B201906","VSP - B2 Derby","1","160","Deer","Day","MM 160","None","None","","VTVSP0800","Not at a Junction","None","I 91NB","Dry","0910","44.78632333954577,-72.21522935928826"
"134589","","June 16, 2015, 6:00 AM","Fair Haven","Us Rt 4","US-4","Property Damage Only","Other - Explain in Narrative","Clear","State System (State Highways and Class I TH links)","15FH00963","Fair Haven PD.","1","0.01","Deer","Day","Ny State Line","None","None","","VT0110400","Not at a Junction","None","Us Rt 4","Dry","0040","43.586560611319115,-73.294982938059"
"133685","","June 16, 2015, 9:00 AM","Colchester","I89NB","I-89","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15A103040","VSP - A1 Williston","1","91.75","Deer","Night","Exit 16 N","None","None","","VTVSP0100","Not at a Junction","None","I89NB","Dry","0890","44.507488273836856,-73.18574216356681"
"134098","","June 16, 2015, 9:15 PM","Wilmington","RT 9 East","VT-9","Property Damage Only","Other - Explain in Narrative","Cloudy","State System (State Highways and Class I TH links)","15WM00736","Wilmington PD.","1","5.96","Deer","Day","Lake Raponda Rd","None","None","","VT0130300","Not at a Junction","None","RT 9 East","Wet","0090","42.85525770209887,-72.82189099015336"
"134107","","June 17, 2015, 11:10 AM","Wilmington","RT 9 East","VT-9","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15WM00738","Wilmington PD.","1","5.12","Deer","Night","Shearer Hill Rd","None","None","","VT0130300","Not at a Junction","None","RT 9 East","Wet","0090","42.854658257441365,-72.83704777380316"
"134040","","June 19, 2015, 12:07 AM","Fairlee","Interstate 91NB","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15B301235","VSP - B3 Bradford","1","89.8","Deer","Day","89/80","None","None","","VTVSP1300","Not at a Junction","None","Interstate 91NB","Dry","0910","43.887212224645694,-72.17465337608186"
"5791","","June 20, 2015, 7:16 AM","Derby","I 91NB","I-91","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15B201983","VSP - B2 Derby","1","177.09","Deer","Day","Exit 29","None","None","","VTVSP0800","Not at a Junction","None","I 91NB","Dry","0910","45.0024001164977,-72.09286442515123"
"134205","","June 20, 2015, 10:40 AM","Starksboro","VT-116(6061 VT RT 116)","VT-116","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15C201865","VSP - C2 New Haven","1","5.96","Deer","Night","Mountain View Drive","None","None","","VTVSP0600","Not at a Junction","None","VT-116(6061 VT RT 116)","Dry","1160","44.26986921961081,-73.06738452506653"
"134439","","June 21, 2015, 3:31 AM","Colchester","FAU-5610 East Rd","EAST ROAD","Property Damage Only","Head On","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","2015MT004071","Milton PD.","2","2.47","Deer","Day","Railroad Crossing","None","None","","VT0040600","Not at a Junction","None","FAU-5610 East Rd","Dry","U5610","44.57517902211137,-73.12702991419467"
"134311","","June 23, 2015, 6:15 PM","Marlboro","VT-9","VT-9","Property Damage Only","Single Vehicle Crash","Cloudy","State System (State Highways and Class I TH links)","15D201635","VSP - D2 Brattleboro (VOID)","1","4.16","Deer","Night","State Hwy Garage","None","None","","VTVSP1000","Not at a Junction","None","VT-9","Dry","0090","42.86398833249314,-72.74359386821473"
"134653","","June 24, 2015, 8:17 PM","Georgia","I89 South","I-89","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15A202902","VSP - A2 St. Albans","1","110.28","Deer","Day","SB Rest Area","None","None","","VTVSP0700","Not at a Junction","None","I89 South","Dry","0890","44.7453460393179,-73.08005245073059"
"134719","","June 24, 2015, 9:51 PM","Richmond","US-2 (2900 E Main St)","US-2","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15RM00593","Richmond PD.","1","5.51","Moose","Day","Murray Drive","None","None","","VT0040800","Not at a Junction","None","US-2 (2900 E Main St)","Dry","0020","44.391553392492796,-72.9448594290973"
"134421","","June 25, 2015, 10:36 AM","Morgan","VT-114 (1921)","VT-114","Property Damage Only","Single Vehicle Crash","Clear","State System (State Highways and Class I TH links)","15B202070","VSP - B2 Derby","1","1.75","Moose","Night","VT RT 111","None","None","","VTVSP0800","Not at a Junction","None","VT-114 (1921)","Dry","1140","44.870620084132504,-71.90334533905607"
